original_artist_id,related_artist_id,related_artist_name
3JFsVIxOn7STeilPICkkB2,0GDGKpJFhVpcjIGF8N6Ewt,Gojira
3JFsVIxOn7STeilPICkkB2,17Mb968quDHpjCkIyq30QV,Hatebreed
3JFsVIxOn7STeilPICkkB2,278ZYwGhdK6QTzE3MFePnP,Trivium
3JFsVIxOn7STeilPICkkB2,7o6cOczXTB8ioTAAJTbESf,Jinjer
28hJdGN1Awf7u3ifk2lVkg,1IQ2e1buppatiN1bxUVkrk,Slayer
28hJdGN1Awf7u3ifk2lVkg,1Yox196W7bzVNZI7RBaPnf,Megadeth
28hJdGN1Awf7u3ifk2lVkg,76S65NHJHrNy4JTrXHP2BH,Exodus
28hJdGN1Awf7u3ifk2lVkg,6JW8wliOEwaDZ231ZY7cf4,Sepultura
28hJdGN1Awf7u3ifk2lVkg,3JysSUOyfVs1UQ0UaESheP,Anthrax
0lVlNsuGaOr9vMHCZIAKMt,3JFsVIxOn7STeilPICkkB2,Lamb of God
0lVlNsuGaOr9vMHCZIAKMt,278ZYwGhdK6QTzE3MFePnP,Trivium
0lVlNsuGaOr9vMHCZIAKMt,74Hj7BmnUXyx2udrIEIKwX,Fear Factory
0lVlNsuGaOr9vMHCZIAKMt,79el7mcHYhXYW3Zek21i0L,DevilDriver
0lVlNsuGaOr9vMHCZIAKMt,57ylwQTnFnIhJh4nu4rxCs,In Flames
6JW8wliOEwaDZ231ZY7cf4,1IQ2e1buppatiN1bxUVkrk,Slayer
6JW8wliOEwaDZ231ZY7cf4,28hJdGN1Awf7u3ifk2lVkg,Testament
6JW8wliOEwaDZ231ZY7cf4,4f5V3PQ66nIrBCqugJtaGn,Death
6JW8wliOEwaDZ231ZY7cf4,76S65NHJHrNy4JTrXHP2BH,Exodus
6JW8wliOEwaDZ231ZY7cf4,3JysSUOyfVs1UQ0UaESheP,Anthrax
5t28BP42x2axFnqOOMg3CM,0eI3X5rAzHRZVe5FPk4MN1,Bad Wolves
5t28BP42x2axFnqOOMg3CM,70BYFdaZbEKbeauJ670ysI,Shinedown
5t28BP42x2axFnqOOMg3CM,6gZq1Q6bdOxsUPUG1TaFbF,Godsmack
5t28BP42x2axFnqOOMg3CM,4RddZ3iHvSpGV4dvATac9X,Papa Roach
5t28BP42x2axFnqOOMg3CM,6B5c4sch27tWHAGdarpPaW,Seether
3JysSUOyfVs1UQ0UaESheP,1Yox196W7bzVNZI7RBaPnf,Megadeth
3JysSUOyfVs1UQ0UaESheP,76S65NHJHrNy4JTrXHP2BH,Exodus
3JysSUOyfVs1UQ0UaESheP,28hJdGN1Awf7u3ifk2lVkg,Testament
3JysSUOyfVs1UQ0UaESheP,1IQ2e1buppatiN1bxUVkrk,Slayer
3JysSUOyfVs1UQ0UaESheP,1DFr97A9HnbV3SKTJFu62M,Motörhead
1O8CSXsPwEqxcoBE360PPO,5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica
1O8CSXsPwEqxcoBE360PPO,0zQfrabOFYf36Ikb6PXcCY,Rhapsody
1O8CSXsPwEqxcoBE360PPO,4pQN0GB0fNEEOfQCaWotsY,Helloween
1O8CSXsPwEqxcoBE360PPO,1OHNvr18TssBKYK0A75yvx,Masterplan
1O8CSXsPwEqxcoBE360PPO,3AGFqPP3gt5rMSvhR87Xxu,Edguy
6H1RjVyNruCmrBEWRbD0VZ,1fBCIkoPOPCDLUxGuWNvyo,Poison
6H1RjVyNruCmrBEWRbD0VZ,7HLvzuM9p11k9lUQfSM4Rq,Warrant
6H1RjVyNruCmrBEWRbD0VZ,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake
6H1RjVyNruCmrBEWRbD0VZ,2cnMpRsOVqtPMfq7YiFE6K,Van Halen
6H1RjVyNruCmrBEWRbD0VZ,4opTS86dN9uO313J9CE8xg,Skid Row
7b85ve82Sh36a3UAx74wut,1dLWg6m8RRhizsdqJbhyj3,Quiet Riot
7b85ve82Sh36a3UAx74wut,07XSN3sPlIlB2L2XNcTwJw,KISS
7b85ve82Sh36a3UAx74wut,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe
7b85ve82Sh36a3UAx74wut,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper
7b85ve82Sh36a3UAx74wut,711MCceyCBcFnzjGY4Q7Un,AC/DC
1dLWg6m8RRhizsdqJbhyj3,7b85ve82Sh36a3UAx74wut,Twisted Sister
1dLWg6m8RRhizsdqJbhyj3,7HLvzuM9p11k9lUQfSM4Rq,Warrant
1dLWg6m8RRhizsdqJbhyj3,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe
1dLWg6m8RRhizsdqJbhyj3,1fBCIkoPOPCDLUxGuWNvyo,Poison
1dLWg6m8RRhizsdqJbhyj3,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard
37394IP6uhnjIpsawpMu4l,2zgG1GPDvjaBgxeQaVXI14,All That Remains
37394IP6uhnjIpsawpMu4l,278ZYwGhdK6QTzE3MFePnP,Trivium
37394IP6uhnjIpsawpMu4l,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine
37394IP6uhnjIpsawpMu4l,159qqlGwzE04xyqpfAwRLo,Parkway Drive
37394IP6uhnjIpsawpMu4l,2Pfv2w8a20xzC7Dr7QXRqM,Mudvayne
2yEwvVSSSUkcLeSTNyHKh8,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains
2yEwvVSSSUkcLeSTNyHKh8,4DFhHyjvGYa9wxdHUjtDkc,A Perfect Circle
2yEwvVSSSUkcLeSTNyHKh8,5xUf6j4upBrXZPg6AI4MRK,Soundgarden
2yEwvVSSSUkcLeSTNyHKh8,14pVkFUHDL207LzLHtSA18,Pantera
2yEwvVSSSUkcLeSTNyHKh8,0GDGKpJFhVpcjIGF8N6Ewt,Gojira
4CzUzn54Cp9TQr6a7JIlMZ,3JDIAtVrJdQ7GFOX26LYpv,Accept
4CzUzn54Cp9TQr6a7JIlMZ,4pQN0GB0fNEEOfQCaWotsY,Helloween
4CzUzn54Cp9TQr6a7JIlMZ,2o18h28enlHxj887tATc58,HammerFall
4CzUzn54Cp9TQr6a7JIlMZ,5XDeFQDarnwpR5WAfD6S0d,Warlock
4CzUzn54Cp9TQr6a7JIlMZ,7jxJ25p0pPjk0MStloN6o6,Blind Guardian
1xUhNgw4eJDZfvumIpcz1B,0DCw6lHkzh9t7f8Hb4Z0Sx,Arch Enemy
1xUhNgw4eJDZfvumIpcz1B,3pulcT2wt7FEG10lQlqDJL,Amon Amarth
1xUhNgw4eJDZfvumIpcz1B,6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir
1xUhNgw4eJDZfvumIpcz1B,57ylwQTnFnIhJh4nu4rxCs,In Flames
1xUhNgw4eJDZfvumIpcz1B,0NTSMFFapnyZfvmCwzcYPd,Cradle Of Filth
3EhbVgyfGd7HkpsagwL9GS,6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne
3EhbVgyfGd7HkpsagwL9GS,7b85ve82Sh36a3UAx74wut,Twisted Sister
3EhbVgyfGd7HkpsagwL9GS,2cnMpRsOVqtPMfq7YiFE6K,Van Halen
3EhbVgyfGd7HkpsagwL9GS,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe
3EhbVgyfGd7HkpsagwL9GS,568ZhdwyaiCyOGJRtNYhWf,Deep Purple
7HL4id2U7FSDJtfKQHMgQx,09hNSPPOxDop4FRdr6UEnq,Dokken
7HL4id2U7FSDJtfKQHMgQx,6ZPbX2Lxd40e2UVkXpyxvI,Great White
7HL4id2U7FSDJtfKQHMgQx,2qQeKHrQJHLLbvDAOSO874,Winger
7HL4id2U7FSDJtfKQHMgQx,3tufWJzpCiAGleBt5TkmTn,Ratt
7HL4id2U7FSDJtfKQHMgQx,45KpBChrKYWhTlU6N57ofu,Kix
4f5V3PQ66nIrBCqugJtaGn,5lhaM01nwvsMZpmPY2HVER,Carcass
4f5V3PQ66nIrBCqugJtaGn,0SbGI4sb8dAKFZnK7RFyhz,Obituary
4f5V3PQ66nIrBCqugJtaGn,0yLwGBQiBqhXOvmTfH2A7n,Cannibal Corpse
4f5V3PQ66nIrBCqugJtaGn,0dR10i73opHXuRuLbgxltM,Mayhem
4f5V3PQ66nIrBCqugJtaGn,35jmO5o3AhUV70kiR7u4Nw,Morbid Angel
1Qp56T7n950O3EGMsSl81D,5eAWCfyUhZtHHtBdNk56l1,System Of A Down
1Qp56T7n950O3EGMsSl81D,6wWVKhxIU2cEi0K81v7HvP,Rammstein
1Qp56T7n950O3EGMsSl81D,05fG473iIaoy82BF1aGhL8,Slipknot
1Qp56T7n950O3EGMsSl81D,2ye2Wgw4gimLv2eAKyk1NB,Metallica
1Qp56T7n950O3EGMsSl81D,3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie
2NPduAUeLVsfIauhRwuft1,3hE8S8ohRErocpkY7uJW4a,Within Temptation
2NPduAUeLVsfIauhRwuft1,5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica
2NPduAUeLVsfIauhRwuft1,5HA5aLY3jJV7eimXWkRBBp,Epica
2NPduAUeLVsfIauhRwuft1,7k5jeohQCF20a8foBD9ize,Battle Beast
2NPduAUeLVsfIauhRwuft1,1Ih0fEQQsy9EeAJbYEeQRa,Avantasia
3o2dn2O0FCVsWDFSh8qxgG,5HFkc3t0HYETL4JeEbDB1v,Powerwolf
3o2dn2O0FCVsWDFSh8qxgG,3OpqU68JpZlzvjAJj3B2Da,Alestorm
3o2dn2O0FCVsWDFSh8qxgG,0WPCPYm5IDNtQjuJOGNPcy,Brothers of Metal
3o2dn2O0FCVsWDFSh8qxgG,0rEuaTPLMhlViNCJrg3NEH,Beast In Black
3o2dn2O0FCVsWDFSh8qxgG,7dkEByOe0oHqc54qU4hwzV,Gloryhammer
3WPKDlucMsXH6FC1XaclZC,1cXi8ALPQCBHZbf0EgP4Ey,Misfits
3WPKDlucMsXH6FC1XaclZC,5Mhs3Eu8lU6sRCtRYsmABV,Black Flag
3WPKDlucMsXH6FC1XaclZC,1pBsvSnrhmgDZqisT13SFA,Agent Orange
3WPKDlucMsXH6FC1XaclZC,30U8fYtiNpeA5KH6H87QUV,Dead Kennedys
3WPKDlucMsXH6FC1XaclZC,07PiZYrhllpSXtELkUxlrf,Minor Threat
28hJdGN1Awf7u3ifk2lVkg,1IQ2e1buppatiN1bxUVkrk,Slayer
28hJdGN1Awf7u3ifk2lVkg,1Yox196W7bzVNZI7RBaPnf,Megadeth
28hJdGN1Awf7u3ifk2lVkg,76S65NHJHrNy4JTrXHP2BH,Exodus
28hJdGN1Awf7u3ifk2lVkg,6JW8wliOEwaDZ231ZY7cf4,Sepultura
28hJdGN1Awf7u3ifk2lVkg,3JysSUOyfVs1UQ0UaESheP,Anthrax
3JFsVIxOn7STeilPICkkB2,0lVlNsuGaOr9vMHCZIAKMt,Machine Head
3JFsVIxOn7STeilPICkkB2,0GDGKpJFhVpcjIGF8N6Ewt,Gojira
3JFsVIxOn7STeilPICkkB2,17Mb968quDHpjCkIyq30QV,Hatebreed
3JFsVIxOn7STeilPICkkB2,278ZYwGhdK6QTzE3MFePnP,Trivium
3JFsVIxOn7STeilPICkkB2,7o6cOczXTB8ioTAAJTbESf,Jinjer
1BBIIH0h76KN8gYeXFcPjR,1m0B9ak05G0jqDY4ACLhQu,DOWN
1BBIIH0h76KN8gYeXFcPjR,6SER9tY2pDIDVWVf5Ql97B,Prong
1BBIIH0h76KN8gYeXFcPjR,3up7wqUGMUTm0184V57RTH,Probot
1BBIIH0h76KN8gYeXFcPjR,0q32a3GRCjDxS4EIrC7YVY,The Sword
1BBIIH0h76KN8gYeXFcPjR,161AC1AVRkIGIMxyj5djFQ,Clutch
1MK0sGeyTNkbefYGj673e9,7eYmDBinb760MUIfoRdlGQ,Bloodbath
1MK0sGeyTNkbefYGj673e9,6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir
1MK0sGeyTNkbefYGj673e9,17MbhJOaaPHuWnRaWU9xkc,Decapitated
1MK0sGeyTNkbefYGj673e9,6YXarbjg36ODFPez0PnOlD,At The Gates
1MK0sGeyTNkbefYGj673e9,6qpmcQfxhmNxNMCJUrpHwe,Dissection
3hE8S8ohRErocpkY7uJW4a,2NPduAUeLVsfIauhRwuft1,Nightwish
3hE8S8ohRErocpkY7uJW4a,2KaW48xlLnXC2v8tvyhWsa,Amaranthe
3hE8S8ohRErocpkY7uJW4a,6pIRdCtSE5hLFfIfcTAicI,Delain
3hE8S8ohRErocpkY7uJW4a,4Lm0pUvmisUHMdoky5ch2I,Apocalyptica
3hE8S8ohRErocpkY7uJW4a,5yxZeKeX0FcaT6OlOnx52v,Elysion
0NTSMFFapnyZfvmCwzcYPd,6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir
0NTSMFFapnyZfvmCwzcYPd,1MK0sGeyTNkbefYGj673e9,Behemoth
0NTSMFFapnyZfvmCwzcYPd,73UIalJYgktSi7qQFV53Qv,Hypocrisy
0NTSMFFapnyZfvmCwzcYPd,221Rd0FvVxMx7eCbWqjiKd,Satyricon
0NTSMFFapnyZfvmCwzcYPd,5MlEt7qqXqNSReeX76xK6b,Septicflesh
2yEwvVSSSUkcLeSTNyHKh8,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains
2yEwvVSSSUkcLeSTNyHKh8,4DFhHyjvGYa9wxdHUjtDkc,A Perfect Circle
2yEwvVSSSUkcLeSTNyHKh8,5xUf6j4upBrXZPg6AI4MRK,Soundgarden
2yEwvVSSSUkcLeSTNyHKh8,14pVkFUHDL207LzLHtSA18,Pantera
2yEwvVSSSUkcLeSTNyHKh8,0GDGKpJFhVpcjIGF8N6Ewt,Gojira
1Dvfqq39HxvCJ3GvfeIFuT,0GDGKpJFhVpcjIGF8N6Ewt,Gojira
1Dvfqq39HxvCJ3GvfeIFuT,3ggwAqZD3lyT2sbovlmfQY,Meshuggah
1Dvfqq39HxvCJ3GvfeIFuT,3JFsVIxOn7STeilPICkkB2,Lamb of God
1Dvfqq39HxvCJ3GvfeIFuT,457qPvtiBTIl6LR4dZiKZy,Strapping Young Lad
1Dvfqq39HxvCJ3GvfeIFuT,4JNF6YOUi69O4zAdwQVGLY,Killer Be Killed
1m0B9ak05G0jqDY4ACLhQu,1BBIIH0h76KN8gYeXFcPjR,Corrosion Of Conformity
1m0B9ak05G0jqDY4ACLhQu,6SER9tY2pDIDVWVf5Ql97B,Prong
1m0B9ak05G0jqDY4ACLhQu,4fE4Bf0MM6lMJpHiHniPuW,Damageplan
1m0B9ak05G0jqDY4ACLhQu,3up7wqUGMUTm0184V57RTH,Probot
1m0B9ak05G0jqDY4ACLhQu,0q32a3GRCjDxS4EIrC7YVY,The Sword
3BVkDHWRvLJEyKdvhLbjsq,3JDIAtVrJdQ7GFOX26LYpv,Accept
3BVkDHWRvLJEyKdvhLbjsq,71vVmHeNgCVSa5SVmfvscU,Saxon
3BVkDHWRvLJEyKdvhLbjsq,5XDeFQDarnwpR5WAfD6S0d,Warlock
3BVkDHWRvLJEyKdvhLbjsq,2tRsMl4eGxwoNabM08Dm4I,Judas Priest
3BVkDHWRvLJEyKdvhLbjsq,4pQN0GB0fNEEOfQCaWotsY,Helloween
1DXylZlWbVvlckNqwvjTEt,7FfAD7EYZbQ7aHPy9ujduD,My Life With The Thrill Kill Kult
1DXylZlWbVvlckNqwvjTEt,0Zy4ncr8h1jd7Nzr9946fD,Killing Joke
1DXylZlWbVvlckNqwvjTEt,0CF71zaDOJWCynIkW9bSK8,White Zombie
1DXylZlWbVvlckNqwvjTEt,7p8Z7MmqMYCa7ZKQKxRBKO,Machines Of Loving Grace
1DXylZlWbVvlckNqwvjTEt,62G7ybeJSN91TgfsWsdDOb,1000 Homo DJs
0blJzvevdXrp21YeI2vbco,0ImEDe9tW5n4pxHOK39zIc,Kittie
0blJzvevdXrp21YeI2vbco,3RNrq3jvMZxD9ZyoOZbQOD,Korn
0blJzvevdXrp21YeI2vbco,6Ghvu1VvMGScGpOUJBAHNH,Deftones
0blJzvevdXrp21YeI2vbco,1IQ2e1buppatiN1bxUVkrk,Slayer
0blJzvevdXrp21YeI2vbco,14pVkFUHDL207LzLHtSA18,Pantera
74Hj7BmnUXyx2udrIEIKwX,6159IBm5gLPwG4BcJXseXc,Soulfly
74Hj7BmnUXyx2udrIEIKwX,0lVlNsuGaOr9vMHCZIAKMt,Machine Head
74Hj7BmnUXyx2udrIEIKwX,69k6uTSZMPLpSnhmLCiKxQ,Coal Chamber
74Hj7BmnUXyx2udrIEIKwX,7JDSHlDdVTo7aZKdQZ53Vf,Static-X
74Hj7BmnUXyx2udrIEIKwX,18absyD7lQaXUDBXnyzU8M,Mushroomhead
2OgUPVlWYgGBGMefZgGvCO,09hNSPPOxDop4FRdr6UEnq,Dokken
2OgUPVlWYgGBGMefZgGvCO,7HL4id2U7FSDJtfKQHMgQx,Cinderella
2OgUPVlWYgGBGMefZgGvCO,2qQeKHrQJHLLbvDAOSO874,Winger
2OgUPVlWYgGBGMefZgGvCO,3N1B1g6JtIgd6ClRkzD4yT,Savatage
2OgUPVlWYgGBGMefZgGvCO,3tufWJzpCiAGleBt5TkmTn,Ratt
17bYSQ9ZRnreVnJjE5X2x6,5SwHKKNKYToC1YzWVNWAIN,Tiamat
17bYSQ9ZRnreVnJjE5X2x6,0gIo6kGl4KsCeIbqtZVHYp,Paradise Lost
17bYSQ9ZRnreVnJjE5X2x6,2EOmvmVtYMTgn45w9mWUTV,Tristania
17bYSQ9ZRnreVnJjE5X2x6,31eXqCx5cAlItdGdoHMEOu,Theatre Of Tragedy
17bYSQ9ZRnreVnJjE5X2x6,7iMWWdRNiCJwGOGEIYr02z,My Dying Bride
3nhxXtHwC2TookQyqQlFK1,6SBgDfIRb6IE9TrA6w8Zg6,Downset
3nhxXtHwC2TookQyqQlFK1,56F64pmwSSCcmS1CxAnPk8,Pro-Pain
3nhxXtHwC2TookQyqQlFK1,2K5ouPQEC1lbHfUTbbjh0a,Superjoint
3nhxXtHwC2TookQyqQlFK1,4gyzQpfG5YQZJt2jj0IkEl,Life Of Agony
3nhxXtHwC2TookQyqQlFK1,1Px6nQCyIRM4Gj0tyvZ1TU,Sick Of It All
278ZYwGhdK6QTzE3MFePnP,37394IP6uhnjIpsawpMu4l,Killswitch Engage
278ZYwGhdK6QTzE3MFePnP,2zgG1GPDvjaBgxeQaVXI14,All That Remains
278ZYwGhdK6QTzE3MFePnP,0lVlNsuGaOr9vMHCZIAKMt,Machine Head
278ZYwGhdK6QTzE3MFePnP,57ylwQTnFnIhJh4nu4rxCs,In Flames
278ZYwGhdK6QTzE3MFePnP,159qqlGwzE04xyqpfAwRLo,Parkway Drive
3BM0EaYmkKWuPmmHFUTQHv,76S65NHJHrNy4JTrXHP2BH,Exodus
3BM0EaYmkKWuPmmHFUTQHv,6SYbLA9utoNsllunR1TnkM,Sodom
3BM0EaYmkKWuPmmHFUTQHv,0NmYchKQ8JIR9QHYJA0FRe,Overkill
3BM0EaYmkKWuPmmHFUTQHv,6KVc8Llznru8n9LVCYe9dz,Death Angel
3BM0EaYmkKWuPmmHFUTQHv,0L8QRAAuWjqvTM8FpQ1gYO,Annihilator
221Rd0FvVxMx7eCbWqjiKd,6qpmcQfxhmNxNMCJUrpHwe,Dissection
221Rd0FvVxMx7eCbWqjiKd,2mVTkiwfm4ic6DnHpmFq8K,Immortal
221Rd0FvVxMx7eCbWqjiKd,4OpHsZuhfJMU9PZ3zkyUQX,Watain
221Rd0FvVxMx7eCbWqjiKd,6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir
221Rd0FvVxMx7eCbWqjiKd,73UIalJYgktSi7qQFV53Qv,Hypocrisy
3ggwAqZD3lyT2sbovlmfQY,0GDGKpJFhVpcjIGF8N6Ewt,Gojira
3ggwAqZD3lyT2sbovlmfQY,1Dvfqq39HxvCJ3GvfeIFuT,Mastodon
3ggwAqZD3lyT2sbovlmfQY,7F9ZL4TJNr8AoU0UUQX8ih,Archspire
3ggwAqZD3lyT2sbovlmfQY,17MbhJOaaPHuWnRaWU9xkc,Decapitated
3ggwAqZD3lyT2sbovlmfQY,3JFsVIxOn7STeilPICkkB2,Lamb of God
4OAddazJM576euUnFSvXSL,5FXMcILCOMjljRTV6cLoiE,Sirenia
4OAddazJM576euUnFSvXSL,5HA5aLY3jJV7eimXWkRBBp,Epica
4OAddazJM576euUnFSvXSL,5yxZeKeX0FcaT6OlOnx52v,Elysion
4OAddazJM576euUnFSvXSL,4jpaXieuls7LVzG1uma5Rs,Avatar
4OAddazJM576euUnFSvXSL,4Lm0pUvmisUHMdoky5ch2I,Apocalyptica
457qPvtiBTIl6LR4dZiKZy,2WLmgv66Uq4vt2i36vwkAq,The Haunted
457qPvtiBTIl6LR4dZiKZy,4JNF6YOUi69O4zAdwQVGLY,Killer Be Killed
457qPvtiBTIl6LR4dZiKZy,6YXarbjg36ODFPez0PnOlD,At The Gates
457qPvtiBTIl6LR4dZiKZy,3ggwAqZD3lyT2sbovlmfQY,Meshuggah
457qPvtiBTIl6LR4dZiKZy,74Hj7BmnUXyx2udrIEIKwX,Fear Factory
0ybFZ2Ab08V8hueghSXm6E,2CWWgbxApjbyByxBBCvGTm,Katatonia
0ybFZ2Ab08V8hueghSXm6E,2aaLAng2L2aWD2FClzwiep,Dream Theater
0ybFZ2Ab08V8hueghSXm6E,38uWD5h115pdz278q4rwZW,Soen
0ybFZ2Ab08V8hueghSXm6E,1Dvfqq39HxvCJ3GvfeIFuT,Mastodon
0ybFZ2Ab08V8hueghSXm6E,1uRpg2s2jNaxbmoNiJDGfd,Pain of Salvation
17Mb968quDHpjCkIyq30QV,3JFsVIxOn7STeilPICkkB2,Lamb of God
17Mb968quDHpjCkIyq30QV,0lVlNsuGaOr9vMHCZIAKMt,Machine Head
17Mb968quDHpjCkIyq30QV,6159IBm5gLPwG4BcJXseXc,Soulfly
17Mb968quDHpjCkIyq30QV,79el7mcHYhXYW3Zek21i0L,DevilDriver
17Mb968quDHpjCkIyq30QV,74Hj7BmnUXyx2udrIEIKwX,Fear Factory
