,artist_id,artist_name,track_name,track_popularity,track_uri,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Cluster
0,28hJdGN1Awf7u3ifk2lVkg,Testament,For the Glory of...,68,spotify:track:6J4VOoKhRZFNeWkVH0WTzH,1,0.45,0.892,8,-5.099,1,0.0466,2.8e-06,0.883,0.0878,0.49,120.048,audio_features,6J4VOoKhRZFNeWkVH0WTzH,spotify:track:6J4VOoKhRZFNeWkVH0WTzH,https://api.spotify.com/v1/tracks/6J4VOoKhRZFNeWkVH0WTzH,https://api.spotify.com/v1/audio-analysis/6J4VOoKhRZFNeWkVH0WTzH,72493,4,7
1,28hJdGN1Awf7u3ifk2lVkg,Testament,Down for Life,58,spotify:track:3pKsUMqpVr4ZJ13Mm91Xig,2,0.344,0.955,1,-10.614,1,0.0444,5.4e-06,0.111,0.0665,0.352,111.671,audio_features,3pKsUMqpVr4ZJ13Mm91Xig,spotify:track:3pKsUMqpVr4ZJ13Mm91Xig,https://api.spotify.com/v1/tracks/3pKsUMqpVr4ZJ13Mm91Xig,https://api.spotify.com/v1/audio-analysis/3pKsUMqpVr4ZJ13Mm91Xig,203680,4,4
2,28hJdGN1Awf7u3ifk2lVkg,Testament,Brotherhood of the Snake,53,spotify:track:4VcN84ZdC7doe4yoIarJUA,3,0.289,0.989,1,-4.006,1,0.11,6e-06,0.179,0.122,0.198,136.419,audio_features,4VcN84ZdC7doe4yoIarJUA,spotify:track:4VcN84ZdC7doe4yoIarJUA,https://api.spotify.com/v1/tracks/4VcN84ZdC7doe4yoIarJUA,https://api.spotify.com/v1/audio-analysis/4VcN84ZdC7doe4yoIarJUA,253989,4,0
3,28hJdGN1Awf7u3ifk2lVkg,Testament,More Than Meets the Eye,51,spotify:track:4pwKVmEsLZAIFW05f88ZT4,4,0.458,0.984,11,-4.294,1,0.15,6.44e-06,0.515,0.0678,0.381,155.055,audio_features,4pwKVmEsLZAIFW05f88ZT4,spotify:track:4pwKVmEsLZAIFW05f88ZT4,https://api.spotify.com/v1/tracks/4pwKVmEsLZAIFW05f88ZT4,https://api.spotify.com/v1/audio-analysis/4pwKVmEsLZAIFW05f88ZT4,273227,4,7
4,28hJdGN1Awf7u3ifk2lVkg,Testament,Return to Serenity,50,spotify:track:5awljpWNO5TpXCyjpvCBbs,5,0.294,0.613,1,-10.527,1,0.0384,0.235,0.000494,0.139,0.228,112.385,audio_features,5awljpWNO5TpXCyjpvCBbs,spotify:track:5awljpWNO5TpXCyjpvCBbs,https://api.spotify.com/v1/tracks/5awljpWNO5TpXCyjpvCBbs,https://api.spotify.com/v1/audio-analysis/5awljpWNO5TpXCyjpvCBbs,390800,3,4
5,14pVkFUHDL207LzLHtSA18,Pantera,Walk,73,spotify:track:7fcfNW0XxTWlwVlftzfDOR,1,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,audio_features,7fcfNW0XxTWlwVlftzfDOR,spotify:track:7fcfNW0XxTWlwVlftzfDOR,https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR,https://api.spotify.com/v1/audio-analysis/7fcfNW0XxTWlwVlftzfDOR,315120,4,6
6,14pVkFUHDL207LzLHtSA18,Pantera,Cowboys from Hell,71,spotify:track:2SgbR6ttzoNlCRGQOKjrop,2,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,audio_features,2SgbR6ttzoNlCRGQOKjrop,spotify:track:2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop,243533,4,5
7,14pVkFUHDL207LzLHtSA18,Pantera,Cemetery Gates,65,spotify:track:4vJr55lngvhSM8WIh9CjQc,3,0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,audio_features,4vJr55lngvhSM8WIh9CjQc,spotify:track:4vJr55lngvhSM8WIh9CjQc,https://api.spotify.com/v1/tracks/4vJr55lngvhSM8WIh9CjQc,https://api.spotify.com/v1/audio-analysis/4vJr55lngvhSM8WIh9CjQc,422933,4,2
8,14pVkFUHDL207LzLHtSA18,Pantera,I'm Broken,64,spotify:track:2M5WTwqnkyz7bW6P1CiD6q,4,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,audio_features,2M5WTwqnkyz7bW6P1CiD6q,spotify:track:2M5WTwqnkyz7bW6P1CiD6q,https://api.spotify.com/v1/tracks/2M5WTwqnkyz7bW6P1CiD6q,https://api.spotify.com/v1/audio-analysis/2M5WTwqnkyz7bW6P1CiD6q,264800,4,1
9,14pVkFUHDL207LzLHtSA18,Pantera,This Love,64,spotify:track:0Yfpc5zHc9pElVCQ1bPlF4,5,0.402,0.73,6,-9.327,1,0.0455,0.000312,0.323,0.103,0.296,104.527,audio_features,0Yfpc5zHc9pElVCQ1bPlF4,spotify:track:0Yfpc5zHc9pElVCQ1bPlF4,https://api.spotify.com/v1/tracks/0Yfpc5zHc9pElVCQ1bPlF4,https://api.spotify.com/v1/audio-analysis/0Yfpc5zHc9pElVCQ1bPlF4,393706,4,4
10,1Yox196W7bzVNZI7RBaPnf,Megadeth,Symphony Of Destruction - Remastered 2012,67,spotify:track:5mR858YsHYG761aUqZoGkD,1,0.663,0.91,4,-5.131,0,0.0495,0.00052,0.675,0.112,0.708,140.044,audio_features,5mR858YsHYG761aUqZoGkD,spotify:track:5mR858YsHYG761aUqZoGkD,https://api.spotify.com/v1/tracks/5mR858YsHYG761aUqZoGkD,https://api.spotify.com/v1/audio-analysis/5mR858YsHYG761aUqZoGkD,241907,4,1
